DATAFLOW,LAST UPDATE,freq,age,statinfo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2014,41.2,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2015,41.9,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2016,42.6,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2017,43.0,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2018,43.0,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2019,41.7,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2020,43.4,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2021,42.5,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2022,45.3,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),Türkiye,2023,44.2,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),United Kingdom,2014,31.6,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),United Kingdom,2015,32.4,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),United Kingdom,2016,31.5,,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),United Kingdom,2017,33.1,b,
ESTAT:TESSI190(1.0),14/02/25 11:00:00,Annual,Total,Gini coefficient (scale from 0 to 100),United Kingdom,2018,33.5,,
