DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1997-12,547.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-01,344.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-02,31.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-03,22.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-04,23.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-05,18.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-06,13.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-07,9.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-08,4.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-09,3.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-10,3.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-11,1.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1998-12,1.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-01,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-02,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-03,-1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-04,-2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-05,-1.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-06,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-07,5.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-08,5.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-09,4.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-10,4.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-11,6.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,1999-12,7.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-01,7.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-02,8.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-03,9.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-04,9.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-05,10.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-06,11.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-07,8.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-08,11.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-09,11.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-10,11.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-11,12.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2000-12,11.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-01,9.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-02,8.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-03,8.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-04,9.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-05,9.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-06,9.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-07,8.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-08,5.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-09,4.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-10,5.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-11,4.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2001-12,4.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-01,7.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-02,8.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-03,9.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-04,9.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-05,6.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-06,5.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-07,5.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-08,4.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-09,4.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-10,3.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-11,3.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2002-12,3.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-01,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-02,0.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-03,-0.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-04,0.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-05,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-06,1.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-07,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-08,3.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-09,3.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-10,3.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-11,5.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2003-12,5.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-01,6.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-02,6.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-03,6.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-04,6.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-05,6.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-06,7.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-07,7.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-08,6.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-09,6.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-10,5.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-11,4.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2004-12,4.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-01,3.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-02,3.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-03,4.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-04,5.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-05,5.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-06,6.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-07,6.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-08,7.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-09,7.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-10,8.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-11,8.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2005-12,7.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-01,7.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-02,9.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-03,9.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-04,8.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-05,9.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-06,8.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-07,7.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-08,7.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-09,5.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-10,5.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-11,5.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2006-12,6.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-01,6.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-02,4.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-03,4.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-04,4.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-05,4.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-06,5.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-07,6.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-08,9.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-09,11.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-10,10.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-11,11.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2007-12,11.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-01,11.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-02,12.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-03,13.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-04,13.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-05,14.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-06,14.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-07,14.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-08,11.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-09,11.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-10,11.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-11,8.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2008-12,7.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-01,6.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-02,5.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-03,4.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-04,3.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-05,3.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-06,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-07,1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-08,1.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-09,0.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-10,0.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-11,0.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2009-12,1.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-01,1.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-02,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-03,2.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-04,3.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-05,3.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-06,2.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-07,3.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-08,3.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-09,3.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-10,3.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-11,4.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2010-12,4.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-01,4.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-02,4.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-03,4.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-04,3.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-05,3.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-06,3.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-07,3.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-08,3.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-09,2.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-10,3.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-11,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2011-12,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-01,1.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-02,2.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-03,1.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-04,2.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-05,1.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-06,1.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-07,2.4,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-08,3.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-09,3.5,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-10,3.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-11,2.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2012-12,2.8,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-01,2.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-02,2.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-03,1.6,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-04,0.9,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-05,1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-06,1.2,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-07,0.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-08,-0.7,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-09,-1.3,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-10,-1.1,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-11,-1.0,,
ESTAT:PRC_HICP_MANR(1.0),03/02/25 11:00:00,Monthly,Annual rate of change,All-items HICP,Bulgaria,2013-12,-0.9,,
